timestamp_s,acc_x,acc_y,acc_z,accel_g, velocity_fps,yaw_deg, pitch_deg, roll_deg,pressure_hpa,altitude_ft,temp_f,flight_state,drogue1,drogue2,main1,main2
1.3,-0.0,0.0,1.0,1.0,-4.1,0.0,6.3,0.1,992.2,-0.1,88.2,1,N,N,N,N
1.4,-0.0,0.0,1.0,1.0,-3.5,0.0,4.0,0.0,992.2,0.1,88.2,1,N,N,N,N
1.5,-0.0,0.0,1.0,1.0,-0.3,0.0,2.8,0.0,992.1,1.3,88.2,1,N,N,N,N
1.6,-0.0,0.0,1.0,1.0,-1.5,0.0,2.2,0.0,992.1,0.5,88.2,1,N,N,N,N
1.7,-0.0,0.0,1.0,1.0,-5.0,0.0,1.9,0.0,992.2,-1.2,88.2,1,N,N,N,N
1.8,-0.0,0.0,1.0,1.0,-2.3,0.0,1.7,0.0,992.1,0.1,88.2,1,N,N,N,N
1.9,-0.0,0.0,1.0,1.0,0.2,0.0,1.6,0.0,992.1,1.2,88.2,1,N,N,N,N
2.0,-0.0,0.0,1.0,1.0,-5.6,-0.0,1.5,0.0,992.2,-1.9,88.2,1,N,N,N,N
2.1,-0.0,0.0,1.0,1.0,-2.0,0.0,1.4,0.0,992.2,-0.3,88.2,1,N,N,N,N
2.2,-0.0,-0.0,1.0,1.0,-2.6,0.0,1.4,0.0,992.2,-1.0,88.2,1,N,N,N,N
2.3,-0.0,0.0,1.0,1.0,-5.2,0.0,1.4,0.0,992.2,-2.5,88.2,1,N,N,N,N
2.4,-0.0,0.0,1.0,1.0,-1.4,-0.0,1.4,0.0,992.2,-1.1,88.3,1,N,N,N,N
2.5,-0.0,0.0,1.0,1.0,-2.6,0.0,1.4,0.0,992.2,-1.9,88.3,1,N,N,N,N
2.6,-0.0,0.0,1.0,1.0,-0.6,0.0,1.4,0.0,992.2,-1.3,88.3,1,N,N,N,N
2.7,-0.0,0.0,1.0,1.0,-2.5,0.0,1.4,0.0,992.3,-2.3,88.3,1,N,N,N,N
2.8,-0.0,0.0,1.0,1.0,0.3,0.0,1.4,0.0,992.2,-1.3,88.3,1,N,N,N,N
2.9,-0.0,0.0,1.0,1.0,-2.6,-0.0,1.4,0.0,992.3,-2.9,88.3,1,N,N,N,N
3.0,-0.0,0.0,1.0,1.0,-3.0,0.0,1.4,0.0,992.3,-3.1,88.3,1,N,N,N,N
3.1,-0.0,0.0,1.0,1.0,-1.4,0.0,1.4,0.0,992.3,-2.5,88.3,1,N,N,N,N
3.2,-0.0,0.0,1.0,1.0,-2.8,-0.0,1.4,0.0,992.3,-3.0,88.3,1,N,N,N,N
3.3,-0.0,0.0,1.0,1.0,0.5,0.0,1.4,0.0,992.3,-1.5,88.3,1,N,N,N,N
3.4,-0.0,0.0,1.0,1.0,-0.2,0.0,1.3,0.0,992.3,-1.9,88.3,1,N,N,N,N
3.5,-0.0,0.0,1.0,1.0,-2.1,-0.0,1.3,0.0,992.4,-2.9,88.3,1,N,N,N,N
3.6,-0.0,0.0,1.0,1.0,-0.1,-0.0,1.3,0.0,992.3,-1.8,88.3,1,N,N,N,N
3.7,-0.0,0.0,1.0,1.0,-0.3,-0.0,1.3,0.0,992.3,-1.9,88.3,1,N,N,N,N
3.8,-0.0,0.0,1.0,1.0,-4.4,-0.0,1.3,0.0,992.4,-4.0,88.3,1,N,N,N,N
3.9,-0.0,0.0,1.0,1.0,-0.8,-0.0,1.3,0.0,992.4,-2.3,88.3,1,N,N,N,N
4.0,-0.0,0.0,1.0,1.0,1.7,-0.0,1.3,0.0,992.3,-0.9,88.3,1,N,N,N,N
4.1,-0.0,0.0,1.0,1.0,1.2,-0.0,1.3,0.0,992.3,-1.0,88.3,1,N,N,N,N
4.2,-0.0,0.0,1.0,1.0,-0.8,-0.0,1.3,0.0,992.4,-1.9,88.3,1,N,N,N,N
4.3,-0.0,0.0,1.0,1.0,1.2,0.0,1.3,0.0,992.3,-1.0,88.3,1,N,N,N,N
4.4,-0.0,0.0,1.0,1.0,0.3,-0.0,1.3,0.0,992.3,-1.2,88.3,1,N,N,N,N
4.5,-0.0,0.0,1.0,1.0,-1.9,0.0,1.4,0.0,992.4,-2.3,88.3,1,N,N,N,N
4.6,-0.0,0.0,1.0,1.0,2.1,0.0,1.4,0.0,992.3,-0.3,88.3,1,N,N,N,N
4.7,-0.0,0.0,1.0,1.0,-1.0,0.0,1.4,0.0,992.4,-1.8,88.3,1,N,N,N,N
4.8,-0.0,0.0,1.0,1.0,3.1,0.0,1.4,0.0,992.3,0.2,88.3,1,N,N,N,N
4.9,-0.0,0.0,1.0,1.0,-1.3,-0.0,1.4,0.0,992.4,-1.8,88.3,1,N,N,N,N
5.0,-0.0,0.0,1.0,1.0,0.2,-0.0,1.4,0.0,992.4,-1.2,88.3,1,N,N,N,N
5.1,-0.0,0.0,1.0,1.0,-0.8,-0.0,1.4,0.0,992.4,-1.8,88.3,1,N,N,N,N
5.2,-0.0,0.0,1.0,1.0,2.5,0.0,1.4,0.0,992.4,-0.4,88.3,1,N,N,N,N
5.3,-0.0,0.0,1.0,1.0,1.0,0.0,1.4,0.0,992.4,-1.2,88.3,1,N,N,N,N
5.4,-0.0,0.0,1.0,1.0,-0.2,-0.0,1.4,0.0,992.4,-1.6,88.3,1,N,N,N,N
5.5,-0.0,0.0,1.0,1.0,-1.0,-0.0,1.4,0.0,992.4,-2.0,88.3,1,N,N,N,N
5.6,-0.0,0.0,1.0,1.0,-2.1,-0.0,1.4,0.0,992.5,-2.6,88.4,1,N,N,N,N
5.7,-0.0,0.0,1.0,1.0,0.3,-0.0,1.4,0.0,992.4,-1.4,88.3,1,N,N,N,N
5.8,-0.0,0.0,1.0,1.0,-2.5,-0.0,1.4,0.0,992.5,-2.9,88.4,1,N,N,N,N
5.9,-0.0,0.0,1.0,1.0,-0.8,-0.0,1.4,0.0,992.5,-2.2,88.3,1,N,N,N,N
6.0,-0.0,0.0,1.0,1.0,-0.1,-0.0,1.4,0.0,992.4,-1.8,88.4,1,N,N,N,N
6.1,-0.0,0.0,1.0,1.0,2.2,-0.0,1.4,0.0,992.4,-0.5,88.4,1,N,N,N,N
6.2,-0.0,0.0,1.0,1.0,2.7,-0.0,1.4,0.0,992.4,-0.1,88.3,1,N,N,N,N
6.3,-0.0,0.0,1.0,1.0,3.7,-0.0,1.4,0.0,992.4,0.3,88.4,1,N,N,N,N
6.4,-0.0,0.0,1.0,1.0,4.0,-0.0,1.4,0.0,992.4,0.6,88.4,1,N,N,N,N
6.5,-0.0,0.0,1.0,1.0,0.3,-0.0,1.4,0.0,992.4,-1.1,88.4,1,N,N,N,N
6.6,-0.0,0.0,1.0,1.0,3.1,-0.0,1.4,0.0,992.4,0.5,88.3,1,N,N,N,N
6.7,-0.0,0.0,1.0,1.0,4.4,-0.0,1.4,0.0,992.4,1.3,88.4,1,N,N,N,N
6.8,-0.0,0.0,1.0,1.0,0.1,-0.0,1.4,0.0,992.4,-0.7,88.4,1,N,N,N,N
6.9,-0.0,0.0,1.0,1.0,1.4,-0.0,1.4,0.0,992.4,-0.1,88.4,1,N,N,N,N
7.0,-0.0,0.0,1.0,1.0,-1.9,-0.0,1.4,0.0,992.5,-1.9,88.4,1,N,N,N,N
7.1,-0.0,0.0,1.0,1.0,-0.9,-0.0,1.4,0.0,992.5,-1.7,88.4,1,N,N,N,N
7.2,-0.0,0.0,1.0,1.0,0.9,-0.0,1.4,0.0,992.5,-0.7,88.4,1,N,N,N,N
7.3,-0.0,0.0,1.0,1.0,-1.7,-0.0,1.4,0.0,992.5,-2.1,88.4,1,N,N,N,N
7.4,-0.0,0.0,1.0,1.0,-1.9,-0.0,1.4,0.0,992.5,-2.1,88.4,1,N,N,N,N
7.5,-0.0,0.0,1.0,1.0,1.6,-0.0,1.4,0.0,992.5,-0.6,88.4,1,N,N,N,N
7.6,-0.0,0.0,1.0,1.0,-0.9,-0.0,1.4,0.0,992.5,-1.9,88.4,1,N,N,N,N
7.7,-0.0,0.0,1.0,1.0,-1.3,-0.0,1.4,0.0,992.5,-2.1,88.4,1,N,N,N,N
7.8,-0.0,0.0,1.0,1.0,1.7,-0.0,1.4,0.0,992.5,-0.7,88.4,1,N,N,N,N
7.9,-0.0,0.0,1.0,1.0,0.1,-0.0,1.4,0.0,992.5,-1.5,88.4,1,N,N,N,N
8.0,-0.0,0.0,1.0,1.0,2.3,-0.0,1.4,0.0,992.5,-0.2,88.4,1,N,N,N,N
8.1,-0.0,0.0,1.0,1.0,-1.2,-0.0,1.4,0.0,992.6,-2.0,88.4,1,N,N,N,N
8.2,-0.0,0.0,1.0,1.0,-0.8,-0.0,1.4,0.0,992.6,-2.0,88.4,1,N,N,N,N
8.3,-0.0,0.0,1.0,1.0,1.3,-0.0,1.4,0.0,992.5,-0.9,88.4,1,N,N,N,N
8.4,-0.0,0.0,1.0,1.0,-2.2,-0.0,1.4,-0.0,992.6,-2.8,88.4,1,N,N,N,N
8.5,-0.0,0.0,1.0,1.0,-0.7,-0.0,1.4,-0.0,992.6,-2.0,88.4,1,N,N,N,N
8.6,-0.0,0.0,1.0,1.0,1.5,-0.0,1.4,-0.0,992.5,-0.8,88.4,1,N,N,N,N
8.7,-0.0,0.0,1.0,1.0,1.9,-0.0,1.4,-0.0,992.5,-0.4,88.4,1,N,N,N,N
8.8,-0.0,0.0,1.0,1.0,4.0,-0.0,1.4,-0.0,992.5,0.8,88.4,1,N,N,N,N
8.9,-0.0,0.0,1.0,1.0,0.5,-0.0,1.4,-0.0,992.5,-0.8,88.4,1,N,N,N,N
9.0,-0.0,0.0,1.0,1.0,0.4,-0.0,1.4,-0.0,992.5,-0.8,88.4,1,N,N,N,N
9.1,-0.0,0.0,1.0,1.0,2.9,-0.0,1.4,-0.0,992.5,0.1,88.4,1,N,N,N,N
9.2,-0.0,0.0,1.0,1.0,2.3,-0.0,1.4,-0.0,992.5,0.1,88.4,1,N,N,N,N
9.3,-0.0,0.0,1.0,1.0,6.1,-0.0,1.4,-0.0,992.4,2.1,88.4,1,N,N,N,N
9.4,-0.0,0.0,1.0,1.0,2.2,-0.0,1.4,-0.0,992.5,0.7,88.4,1,N,N,N,N
9.5,-0.0,0.0,1.0,1.0,1.3,-0.0,1.4,0.0,992.5,0.4,88.4,1,N,N,N,N
9.6,-0.0,0.0,1.0,1.0,3.2,-0.0,1.4,0.0,992.4,1.7,88.4,1,N,N,N,N
9.7,-0.0,0.0,1.0,1.0,0.5,-0.0,1.4,0.0,992.5,0.5,88.4,1,N,N,N,N
9.8,-0.0,0.0,1.0,1.0,0.7,-0.0,1.4,-0.0,992.5,0.6,88.4,1,N,N,N,N
9.9,-0.0,0.0,1.0,1.0,0.8,-0.0,1.4,-0.0,992.5,0.9,88.4,1,N,N,N,N
10.0,-0.0,0.0,1.0,1.0,-0.9,-0.0,1.4,-0.0,992.5,0.2,88.4,1,N,N,N,N
10.1,-0.0,0.0,1.0,1.0,-2.8,-0.0,1.4,-0.0,992.5,-1.0,88.4,1,N,N,N,N
10.2,-0.0,0.0,1.0,1.0,-2.6,-0.0,1.4,-0.0,992.5,-1.1,88.4,1,N,N,N,N
10.3,-0.0,0.0,1.0,1.0,-2.4,-0.0,1.4,-0.0,992.5,-1.0,88.4,1,N,N,N,N
10.4,-0.0,0.0,1.0,1.0,-3.4,-0.0,1.4,-0.0,992.6,-1.8,88.4,1,N,N,N,N
10.5,-0.0,0.0,1.0,1.0,-5.5,-0.0,1.4,-0.0,992.6,-3.4,88.4,1,N,N,N,N
10.6,-0.0,0.0,1.0,1.0,1.0,-0.0,1.4,-0.0,992.5,-0.2,88.4,1,N,N,N,N
10.7,-0.0,0.0,1.0,1.0,-0.4,-0.0,1.4,-0.0,992.6,-1.0,88.4,1,N,N,N,N
10.8,-0.0,0.0,1.0,1.0,-3.6,-0.0,1.4,-0.0,992.6,-2.7,88.4,1,N,N,N,N
10.9,-0.0,0.0,1.0,1.0,-0.4,-0.0,1.4,-0.0,992.6,-1.3,88.4,1,N,N,N,N
11.0,-0.0,0.0,1.0,1.0,-0.7,-0.0,1.4,-0.0,992.6,-1.4,88.4,1,N,N,N,N
11.1,-0.0,0.0,1.0,1.0,-0.3,-0.0,1.4,-0.0,992.6,-1.3,88.4,1,N,N,N,N
11.2,-0.0,0.0,1.0,1.0,-0.8,-0.0,1.4,-0.0,992.6,-1.6,88.4,1,N,N,N,N
11.3,-0.0,0.0,1.0,1.0,-3.8,-0.0,1.4,-0.0,992.7,-3.2,88.4,1,N,N,N,N
11.4,-0.0,0.0,1.0,1.0,1.8,-0.0,1.4,-0.0,992.6,-0.4,88.4,1,N,N,N,N
11.5,-0.0,0.0,1.0,1.0,1.1,-0.0,1.4,-0.0,992.6,-0.8,88.4,1,N,N,N,N
11.6,-0.0,0.0,1.0,1.0,0.2,-0.0,1.4,-0.0,992.6,-1.3,88.4,1,N,N,N,N
11.7,-0.0,0.0,1.0,1.0,0.5,-0.0,1.4,-0.0,992.6,-1.3,88.4,1,N,N,N,N
11.8,-0.0,0.0,1.0,1.0,0.5,-0.0,1.4,-0.0,992.6,-1.4,88.4,1,N,N,N,N
11.9,-0.0,0.0,1.0,1.0,-3.4,-0.0,1.4,-0.0,992.7,-3.2,88.4,1,N,N,N,N
12.0,-0.0,0.0,1.0,1.0,0.6,-0.0,1.4,-0.0,992.6,-1.3,88.4,1,N,N,N,N
12.1,-0.0,0.0,1.0,1.0,0.5,-0.0,1.4,-0.0,992.7,-1.3,88.4,1,N,N,N,N
12.2,-0.0,0.0,1.0,1.0,-1.2,-0.0,1.4,-0.0,992.7,-2.2,88.4,1,N,N,N,N
12.3,-0.0,0.0,1.0,1.0,1.7,-0.0,1.4,-0.0,992.6,-0.6,88.4,1,N,N,N,N
12.4,-0.0,0.0,1.0,1.0,-0.8,-0.0,1.4,-0.0,992.7,-2.1,88.4,1,N,N,N,N
12.5,-0.0,0.0,1.0,1.0,2.0,-0.0,1.4,-0.0,992.6,-0.6,88.4,1,N,N,N,N
12.6,-0.0,0.0,1.0,1.0,-0.2,-0.0,1.4,-0.0,992.7,-1.6,88.4,1,N,N,N,N
12.7,-0.0,0.0,1.0,1.0,-0.8,-0.0,1.4,-0.0,992.7,-1.9,88.5,1,N,N,N,N
12.8,-0.0,0.0,1.0,1.0,1.4,-0.0,1.4,-0.0,992.7,-0.8,88.5,1,N,N,N,N
12.9,-0.0,0.0,1.0,1.0,-1.3,-0.0,1.4,-0.0,992.7,-2.2,88.5,1,N,N,N,N
13.0,-0.0,0.0,1.0,1.0,2.3,-0.0,1.4,-0.0,992.7,-0.4,88.5,1,N,N,N,N
13.1,-0.0,0.0,1.0,1.0,0.1,-0.0,1.4,-0.0,992.7,-1.5,88.5,1,N,N,N,N
13.2,-0.0,0.0,1.0,1.0,-0.5,-0.0,1.4,-0.0,992.7,-1.8,88.5,1,N,N,N,N
13.3,-0.0,0.0,1.0,1.0,-1.8,0.0,1.4,-0.0,992.8,-2.5,88.5,1,N,N,N,N
13.4,-0.0,0.0,1.0,1.0,1.3,0.0,1.4,-0.0,992.7,-1.1,88.5,1,N,N,N,N
13.5,-0.0,0.0,1.0,1.0,-1.9,0.0,1.4,-0.0,992.8,-2.5,88.5,1,N,N,N,N
13.6,-0.0,0.0,1.0,1.0,0.1,-0.0,1.4,-0.0,992.7,-1.6,88.5,1,N,N,N,N
13.7,-0.0,0.0,1.0,1.0,2.6,-0.0,1.4,0.0,992.7,-0.4,88.5,1,N,N,N,N
13.8,-0.0,0.0,1.0,1.0,-1.1,-0.0,1.4,0.0,992.8,-2.0,88.5,1,N,N,N,N
13.9,-0.0,0.0,1.0,1.0,2.7,-0.0,1.4,0.0,992.7,-0.1,88.5,1,N,N,N,N
14.0,-0.0,0.0,1.0,1.0,2.2,-0.0,1.4,0.0,992.7,-0.2,88.5,1,N,N,N,N
14.1,-0.0,0.0,1.0,1.0,0.1,-0.0,1.4,0.0,992.7,-1.1,88.5,1,N,N,N,N
14.2,-0.0,0.0,1.0,1.0,1.0,-0.0,1.4,0.0,992.7,-0.6,88.5,1,N,N,N,N
14.3,-0.0,0.0,1.0,1.0,-1.8,-0.0,1.4,0.0,992.8,-1.8,88.5,1,N,N,N,N
14.4,-0.0,0.0,1.0,1.0,2.1,-0.0,1.4,0.0,992.7,-0.0,88.5,1,N,N,N,N
14.5,-0.0,0.0,1.0,1.0,-0.7,-0.0,1.4,0.0,992.8,-1.6,88.5,1,N,N,N,N
14.6,-0.0,0.0,1.0,1.0,0.6,-0.0,1.4,0.0,992.8,-0.8,88.5,1,N,N,N,N
14.7,-0.0,0.0,1.0,1.0,3.1,-0.0,1.4,0.0,992.7,0.5,88.5,1,N,N,N,N
14.8,-0.0,0.0,1.0,1.0,-1.0,-0.0,1.4,0.0,992.8,-1.4,88.5,1,N,N,N,N
14.9,-0.0,0.0,1.0,1.0,-3.2,-0.0,1.4,0.0,992.8,-2.5,88.5,1,N,N,N,N
15.0,-0.0,0.0,1.0,1.0,1.5,-0.0,1.4,0.0,992.7,-0.2,88.5,1,N,N,N,N
15.1,-0.0,0.0,1.0,1.0,-2.4,-0.0,1.4,-0.0,992.8,-2.0,88.5,1,N,N,N,N
15.2,-0.0,0.0,1.0,1.0,-0.2,-0.0,1.4,-0.0,992.8,-1.0,88.5,1,N,N,N,N
15.3,-0.0,0.0,1.0,1.0,-0.1,-0.0,1.4,0.0,992.8,-1.0,88.5,1,N,N,N,N
15.4,-0.0,0.0,1.0,1.0,-0.2,-0.0,1.4,0.0,992.8,-1.2,88.5,1,N,N,N,N
15.5,-0.0,0.0,1.0,1.0,-0.3,-0.0,1.4,0.0,992.8,-1.2,88.5,1,N,N,N,N
15.6,-0.0,0.0,1.0,1.0,0.8,-0.0,1.4,0.0,992.8,-0.8,88.5,1,N,N,N,N
15.7,-0.0,0.0,1.0,1.0,1.7,-0.0,1.4,0.0,992.8,0.1,88.5,1,N,N,N,N
15.8,-0.0,0.0,1.0,1.0,-0.2,-0.0,1.4,0.0,992.8,-0.8,88.5,1,N,N,N,N
15.9,-0.0,0.0,1.0,1.0,1.2,-0.0,1.4,0.0,992.8,-0.2,88.5,1,N,N,N,N
16.0,-0.0,0.0,1.0,1.0,-0.3,-0.0,1.4,0.0,992.8,-0.7,88.5,1,N,N,N,N
16.1,-0.0,0.0,1.0,1.0,2.0,-0.0,1.4,-0.0,992.7,0.6,88.5,1,N,N,N,N
16.2,-0.0,0.0,1.0,1.0,1.9,-0.0,1.4,0.0,992.8,0.4,88.5,1,N,N,N,N
16.3,-0.0,0.0,1.0,1.0,-1.1,-0.0,1.4,0.0,992.8,-1.0,88.5,1,N,N,N,N
16.5,-0.0,0.0,1.0,1.0,1.6,-0.0,1.4,0.0,992.8,0.4,88.5,1,N,N,N,N
16.6,-0.0,0.0,1.0,1.0,-4.5,-0.0,1.4,0.0,992.9,-2.5,88.5,1,N,N,N,N
16.7,-0.0,0.0,1.0,1.0,-0.5,-0.0,1.4,0.0,992.8,-0.5,88.5,1,N,N,N,N
16.8,-0.0,0.0,1.0,1.0,-1.5,-0.0,1.4,0.0,992.8,-0.9,88.5,1,N,N,N,N
16.9,-0.0,0.0,1.0,1.0,0.4,-0.0,1.4,0.0,992.8,-0.1,88.5,1,N,N,N,N
17.0,-0.0,0.0,1.0,1.0,-2.7,-0.0,1.4,0.0,992.8,-1.7,88.5,1,N,N,N,N
17.1,-0.0,0.0,1.0,1.0,-1.7,-0.0,1.4,0.0,992.8,-1.3,88.5,1,N,N,N,N
17.2,-0.0,0.0,1.0,1.0,-3.0,-0.0,1.4,0.0,992.9,-2.0,88.5,1,N,N,N,N
17.3,-0.0,0.0,1.0,1.0,0.6,-0.0,1.4,0.0,992.8,-0.4,88.5,1,N,N,N,N
17.4,-0.0,0.0,1.0,1.0,-2.6,-0.0,1.4,0.0,992.9,-2.1,88.5,1,N,N,N,N
17.5,-0.0,0.0,1.0,1.0,-1.8,-0.0,1.4,0.0,992.9,-1.6,88.5,1,N,N,N,N
17.6,-0.0,0.0,1.0,1.0,-4.8,-0.0,1.4,0.0,992.9,-3.3,88.5,1,N,N,N,N
17.7,-0.0,0.0,1.0,1.0,-0.3,-0.0,1.4,0.0,992.9,-1.1,88.5,1,N,N,N,N
17.8,-0.0,0.0,1.0,1.0,-2.1,-0.0,1.4,0.0,992.9,-1.9,88.5,1,N,N,N,N
17.9,-0.0,0.0,1.0,1.0,0.2,-0.0,1.4,0.0,992.8,-0.7,88.5,1,N,N,N,N
18.0,-0.0,0.0,1.0,1.0,-1.4,-0.0,1.4,-0.0,992.9,-1.5,88.5,1,N,N,N,N
18.1,-0.0,0.0,1.0,1.0,-0.8,-0.0,1.4,-0.0,992.9,-1.3,88.5,1,N,N,N,N
18.2,-0.0,0.0,1.0,1.0,-0.6,-0.0,1.4,-0.0,992.9,-1.3,88.5,1,N,N,N,N
18.3,-0.0,0.0,1.0,1.0,-1.2,-0.0,1.4,-0.0,992.9,-1.8,88.6,1,N,N,N,N
18.4,-0.0,0.0,1.0,1.0,-0.1,-0.0,1.4,-0.0,992.9,-1.2,88.6,1,N,N,N,N
18.5,-0.0,0.0,1.0,1.0,-0.8,-0.0,1.4,-0.0,992.9,-1.8,88.6,1,N,N,N,N
18.6,-0.0,0.0,1.0,1.0,-0.1,-0.0,1.4,-0.0,992.9,-1.5,88.6,1,N,N,N,N
18.7,-0.0,0.0,1.0,1.0,-2.5,-0.0,1.4,-0.0,993.0,-2.7,88.6,1,N,N,N,N
18.8,-0.0,0.0,1.0,1.0,-1.2,-0.0,1.4,-0.0,993.0,-2.2,88.6,1,N,N,N,N
18.9,-0.0,0.0,1.0,1.0,1.6,-0.0,1.4,-0.0,992.9,-0.8,88.6,1,N,N,N,N
19.0,-0.0,0.0,1.0,1.0,0.0,-0.0,1.4,-0.0,992.9,-1.5,88.6,1,N,N,N,N
19.1,-0.0,0.0,1.0,1.0,1.0,-0.0,1.4,-0.0,992.9,-0.9,88.6,1,N,N,N,N
19.2,-0.0,0.0,1.0,1.0,0.9,-0.0,1.4,-0.0,992.9,-0.8,88.6,1,N,N,N,N
19.3,-0.0,0.0,1.0,1.0,0.1,-0.0,1.4,0.0,992.9,-0.8,88.6,1,N,N,N,N
19.4,-0.0,0.0,1.0,1.0,1.1,-0.0,1.4,0.0,992.9,-0.4,88.6,1,N,N,N,N
19.5,-0.0,0.0,1.0,1.0,-0.1,-0.0,1.4,-0.0,992.9,-0.9,88.6,1,N,N,N,N
19.6,-0.0,0.0,1.0,1.0,-1.4,-0.0,1.4,0.0,993.0,-1.5,88.6,1,N,N,N,N
19.7,-0.0,0.0,1.0,1.0,0.4,-0.0,1.4,0.0,992.9,-0.5,88.6,1,N,N,N,N
19.8,-0.0,0.0,1.0,1.0,-1.1,-0.0,1.4,0.0,992.9,-1.2,88.6,1,N,N,N,N
19.9,-0.0,-0.0,1.0,1.0,-1.0,-0.0,1.4,0.0,992.9,-1.1,88.6,1,N,N,N,N
20.0,-0.0,0.0,1.0,1.0,-0.3,-0.0,1.4,0.0,992.9,-0.6,88.6,1,N,N,N,N
20.1,-0.0,0.0,1.0,1.0,-0.8,-0.0,1.4,0.0,992.9,-1.0,88.6,1,N,N,N,N
20.2,-0.0,0.0,1.0,1.0,2.7,-0.0,1.4,0.0,992.9,0.9,88.6,1,N,N,N,N
20.3,-0.0,0.0,1.0,1.0,1.0,-0.0,1.4,0.0,992.9,0.2,88.6,1,N,N,N,N
20.4,-0.0,0.0,1.0,1.0,2.2,-0.0,1.4,0.0,992.9,0.8,88.6,1,N,N,N,N
20.5,-0.0,0.0,1.0,1.0,-2.8,-0.0,1.4,-0.0,993.0,-2.0,88.6,1,N,N,N,N
20.6,-0.0,0.0,1.0,1.0,-2.5,-0.0,1.4,-0.0,993.0,-2.0,88.6,1,N,N,N,N
20.7,-0.0,0.0,1.0,1.0,-4.0,-0.0,1.4,0.0,993.0,-2.8,88.6,1,N,N,N,N
20.8,-0.0,0.0,1.0,1.0,-0.1,-0.0,1.4,-0.0,992.9,-0.8,88.6,1,N,N,N,N
20.9,-0.0,0.0,1.0,1.0,-0.0,-0.0,1.4,-0.0,992.9,-0.7,88.6,1,N,N,N,N
21.0,-0.0,0.0,1.0,1.0,0.1,-0.0,1.4,-0.0,993.0,-0.7,88.6,1,N,N,N,N
21.1,-0.0,0.0,1.0,1.0,2.9,-0.0,1.4,-0.0,992.9,0.7,88.6,1,N,N,N,N
21.2,-0.0,0.0,1.0,1.0,0.9,-0.0,1.4,-0.0,992.9,-0.3,88.6,1,N,N,N,N
21.3,-0.0,0.0,1.0,1.0,0.0,-0.0,1.4,0.0,993.0,-0.7,88.6,1,N,N,N,N
21.4,-0.0,0.0,1.0,1.0,-1.9,-0.0,1.4,0.0,993.0,-1.6,88.6,1,N,N,N,N
21.5,-0.0,0.0,1.0,1.0,1.2,0.0,1.4,-0.0,992.9,0.0,88.6,1,N,N,N,N
21.6,-0.0,0.0,1.0,1.0,3.3,0.0,1.4,0.0,992.9,1.0,88.6,1,N,N,N,N
21.7,-0.0,0.0,1.0,1.0,-2.3,0.0,1.4,-0.0,993.0,-1.6,88.6,1,N,N,N,N
21.8,-0.0,0.0,1.0,1.0,-1.8,0.0,1.4,0.0,993.0,-1.4,88.6,1,N,N,N,N
21.9,-0.0,0.0,1.0,1.0,-0.0,0.0,1.4,0.0,993.0,-0.7,88.6,1,N,N,N,N
22.0,-0.0,0.0,1.0,1.0,-4.8,0.0,1.4,0.0,993.1,-3.1,88.6,1,N,N,N,N
22.1,-0.0,0.0,1.0,1.0,1.1,-0.0,1.4,0.0,993.0,-0.3,88.6,1,N,N,N,N
22.2,-0.0,0.0,1.0,1.0,1.5,-0.0,1.4,0.0,993.0,-0.0,88.6,1,N,N,N,N
22.3,-0.0,0.0,1.0,1.0,2.5,-0.0,1.4,0.0,992.9,0.6,88.6,1,N,N,N,N
22.4,-0.0,0.0,1.0,1.0,-1.5,-0.0,1.4,0.0,993.0,-1.7,88.6,1,N,N,N,N
22.5,-0.0,0.0,1.0,1.0,-2.4,-0.0,1.4,0.0,993.0,-2.1,88.6,1,N,N,N,N
22.6,-0.0,0.0,1.0,1.0,0.8,-0.0,1.4,0.0,993.0,-0.5,88.6,1,N,N,N,N
22.7,-0.0,0.0,1.0,1.0,0.1,-0.0,1.4,0.0,993.0,-0.9,88.6,1,N,N,N,N
22.8,-0.0,0.0,1.0,1.0,1.1,-0.0,1.4,0.0,993.0,-0.4,88.6,1,N,N,N,N
22.9,-0.0,0.0,1.0,1.0,1.3,-0.0,1.4,0.0,993.0,-0.2,88.6,1,N,N,N,N
23.0,-0.0,0.0,1.0,1.0,-1.1,-0.0,1.4,0.0,993.0,-1.5,88.6,1,N,N,N,N
23.1,-0.0,0.0,1.0,1.0,-1.1,-0.0,1.4,0.0,993.0,-1.4,88.6,1,N,N,N,N
23.2,-0.0,0.0,1.0,1.0,2.0,-0.0,1.4,0.0,993.0,0.2,88.6,1,N,N,N,N
23.3,-0.0,0.0,1.0,1.0,-2.4,-0.0,1.4,0.0,993.1,-2.0,88.6,1,N,N,N,N
23.4,-0.0,0.0,1.0,1.0,-3.1,-0.0,1.4,0.0,993.1,-2.6,88.6,1,N,N,N,N
23.5,-0.0,0.0,1.0,1.0,-3.0,-0.0,1.4,0.0,993.1,-2.8,88.6,1,N,N,N,N
23.6,-0.0,0.0,1.0,1.0,-2.9,-0.0,1.4,0.0,993.1,-2.8,88.6,1,N,N,N,N
23.7,-0.0,0.0,1.0,1.0,-1.8,-0.0,1.4,0.0,993.1,-2.3,88.6,1,N,N,N,N
23.8,-0.0,0.0,1.0,1.0,2.3,-0.0,1.4,0.0,993.0,-0.1,88.6,1,N,N,N,N
