timestamp_s,acc_x,acc_y,acc_z,totalAcc_g, vertVel_fps,yaw_deg, pitch_deg, roll_deg, tilt_deg,pressure_hpa,altitude_ft,temp_f,flight_state,drogue1,drogue2,main1,main2
43.4,0,0.4,-0.9,0.9,-44.8,123.1,4.2,157.2,157.3,980.7,33.4,88.8,7,Y,N,Y,N
43.4,-0.1,0.3,-0.8,0.8,-50.6,124.2,3,156.3,156.6,980.7,33.4,88.8,7,Y,N,Y,N
43.5,-0.1,0.3,-0.8,0.8,-46.7,124.2,3,156.3,156.6,980.8,32.1,88.8,7,Y,N,Y,N
43.6,-0.1,0.3,-0.8,0.7,-48.5,127.5,5.3,154.3,154.2,980.7,32.3,88.8,7,Y,N,Y,N
43.6,0,0.2,-0.5,0.5,-53.3,134.3,4.5,152,152.1,980.7,32.3,88.8,7,Y,N,Y,N
43.7,0,0.2,-0.5,0.6,-49.1,134.7,3.5,150.1,150.3,980.7,32.6,88.8,7,Y,N,Y,N
43.8,0,0.2,-0.5,0.8,-47.6,137.9,1.3,142.8,143.1,980.7,33.2,88.8,7,Y,N,Y,N
43.8,0.2,0.8,-0.7,1,-53,137.6,1,133.9,134.2,980.7,33.2,88.8,7,Y,N,Y,N
43.9,0.2,0.8,-0.7,1,-47.1,137.6,1,133.9,134.2,980.7,33,88.8,7,Y,N,Y,N
44,0.2,0.8,-0.7,1.2,-46.9,132.9,3.1,126,126.2,980.7,32.5,88.8,7,Y,N,Y,N
44,-0.3,1.3,-0.4,1.4,-51.6,127.4,4.9,122,122,980.7,32.5,88.8,7,Y,N,Y,N
44.1,-0.3,1.3,-0.4,1.4,-46.8,127.4,4.9,122,122,980.8,31.2,88.8,7,Y,N,Y,N
44.2,-0.3,1.3,-0.4,1.4,-46.7,122.1,6.8,121,121,980.8,31.7,88.8,7,Y,N,Y,N
44.2,-0.2,1.1,-0.3,1.1,-50.9,116.4,9,123.4,123.1,980.8,31.7,88.8,7,Y,N,Y,N
44.3,-0.2,1.1,-0.3,1.1,-46.2,116.4,9,123.4,123.1,980.8,31.2,88.8,7,Y,N,Y,N
44.4,-0.2,1.1,-0.3,1.2,-46,109,14,124.9,123.8,980.8,30.4,88.8,7,Y,N,Y,N
44.4,-0.6,1,-0.2,1.2,-49.9,104.7,22.1,127.6,124.6,980.8,30.4,88.8,7,Y,N,Y,N
44.5,-0.6,1,-0.2,1.2,-45.8,104.7,22.1,127.6,124.6,980.8,30.7,88.8,7,Y,N,Y,N
44.6,-0.6,1,-0.2,1,-44.7,103.9,33.1,132.3,124.6,980.9,29.4,88.8,7,Y,N,Y,N
44.6,-0.9,1,-0.2,1.4,-48.5,108.3,36.8,144.8,131.2,980.9,29.4,88.8,7,Y,N,Y,N
44.7,-0.9,1,-0.2,1.4,-43.2,108.3,36.8,144.8,131.2,980.9,29.2,88.8,7,Y,N,Y,N
44.8,-0.9,1,-0.2,1,-42.4,112.7,42.4,152.6,131.5,980.8,31.3,88.8,7,Y,N,Y,N
44.8,-0.7,0.5,-0.4,0.9,-47,114,49.4,157.8,127.9,980.8,31.3,88.8,7,Y,N,Y,N
44.9,-0.7,0.5,-0.4,0.9,-42.7,114,49.4,157.8,127.9,980.9,28.2,88.8,7,Y,N,Y,N
45,-0.7,0.5,-0.4,1.1,-43,98,56.7,159.5,122,980.8,29.8,88.8,7,Y,N,Y,N
45,-0.9,0.5,-0.2,1,-46.6,76.7,61.3,149.2,115.2,980.8,29.8,88.8,7,Y,N,Y,N
45.1,-0.9,0.5,-0.2,1,-42.1,76.7,61.3,149.2,115.2,980.9,28.9,88.8,7,Y,N,Y,N
45.2,-0.9,0.5,-0.2,1.1,-41.8,61.6,62,137.7,110.9,980.9,29,88.8,7,Y,N,Y,N
45.2,-0.9,0.5,-0.2,1,-45.8,50.2,63,131.2,107.8,980.9,29,88.8,7,Y,N,Y,N
45.3,-0.9,0.5,-0.2,1,-41.4,50.2,63,131.2,107.8,980.9,26.8,88.8,7,Y,N,Y,N
45.4,-0.9,0.5,-0.2,1,-42,37.6,64.1,123.4,104.2,980.9,28.3,88.8,7,Y,N,Y,N
45.4,-0.6,0.8,0.5,1.1,-45.2,27.7,63.2,118.4,102.4,980.9,28.3,88.8,7,Y,N,Y,N
45.5,-0.6,0.8,0.5,1.1,-40.6,27.7,63.2,118.4,102.4,981,26.4,88.9,7,Y,N,Y,N
45.6,-0.6,0.8,0.5,0.7,-40.6,27.4,67.1,113.6,99.1,980.9,27.1,88.9,7,Y,N,Y,N
45.6,-0.7,0.5,0.5,1,-44,-5,62.1,96.4,93,980.9,27.1,88.9,7,Y,N,Y,N
45.7,-0.7,0.5,0.5,1.3,-39.7,-7.6,60.5,95.3,92.6,980.9,26.6,88.8,7,Y,N,Y,N
45.8,-0.7,0.5,0.5,1.1,-38.3,-23,58.6,80.7,85.2,980.9,27.5,88.8,7,Y,N,Y,N
45.8,-0.9,0.6,0.5,1.2,-41.1,-29.6,55.5,72,79.9,980.9,27.5,88.8,7,Y,N,Y,N
45.9,-0.9,0.6,0.5,1.2,-36.5,-29.6,55.5,72,79.9,980.9,27.1,88.9,7,Y,N,Y,N
46,-0.9,0.6,0.5,1,-35.3,-28.6,54.5,69.5,78.3,980.9,26.7,88.8,7,Y,N,Y,N
46,-0.8,0.5,0.1,0.9,-37.8,-24.7,55.3,70.2,78.8,980.9,26.7,88.8,7,Y,N,Y,N
46.1,-0.8,0.5,0.1,0.9,-34.4,-24.7,55.3,70.2,78.8,980.9,27.6,88.8,7,Y,N,Y,N
46.2,-0.8,0.5,0.1,1.2,-32.6,-32.4,56.6,58.6,73.3,981,24.7,88.9,7,Y,N,Y,N
46.2,-0.9,0.5,0.3,1.1,-35.2,-31.4,59.5,58.1,74.4,981,24.7,88.9,7,Y,N,Y,N
46.3,-0.9,0.5,0.3,1.1,-31.8,-31.4,59.5,58.1,74.4,980.9,26.7,88.9,7,Y,N,Y,N
46.4,-0.9,0.5,0.3,1,-30.7,-36.6,64.5,56.2,76.1,980.9,26.7,88.9,7,Y,N,Y,N
46.4,-1,0.2,0.3,1,-33.1,-22.7,70.5,70.6,83.6,980.9,26.7,88.9,7,Y,N,Y,N
46.5,-1,0.2,0.3,1,-30.4,-22.7,70.5,70.6,83.6,981,26.4,88.9,7,Y,N,Y,N
46.6,-1,0.2,0.3,1,-30.8,16,72.9,111.5,96.3,981,25.4,88.9,7,Y,N,Y,N
46.6,-1,0.1,-0.1,1,-34.5,18.6,69.4,117.8,99.6,981,25.4,88.9,7,Y,N,Y,N
46.7,-1,0.1,-0.1,1,-31.4,18.6,69.4,117.8,99.6,981,25,88.9,7,Y,N,Y,N
46.8,-1,0.1,-0.1,1,-31.3,35.6,62.9,139.9,110.7,981,25.7,88.9,7,Y,N,Y,N
46.8,-0.6,0.2,0.1,0.6,-36.2,29.3,63.3,160.7,115.6,981,25.7,88.9,7,Y,N,Y,N
46.9,-0.6,0.2,0.1,0.6,-32.9,29.3,63.3,160.7,115.6,981,24.1,88.9,7,Y,N,Y,N
47,-0.6,0.2,0.1,1,-33.3,15.7,67.7,158.7,111.4,981,25.5,88.9,7,Y,N,Y,N
47,-0.9,-0.3,-0.1,1,-37.2,11,66.7,162.3,112.7,981,25.5,88.9,7,Y,N,Y,N
47.1,-0.9,-0.3,-0.1,1,-33.1,11,66.7,162.3,112.7,981.1,22.5,88.9,7,Y,N,Y,N
47.2,-0.9,-0.3,-0.1,0.9,-34.1,5.2,66.4,161.1,112.6,981,23.8,88.9,7,Y,N,Y,N
47.2,-1,-0.1,-0.1,1.1,-37.8,-1.3,66.7,156.5,111.3,981,23.8,88.9,7,Y,N,Y,N
47.3,-1,-0.1,-0.1,1.1,-34.7,-1.3,66.7,156.5,111.3,981.1,23.4,88.9,7,Y,N,Y,N
47.4,-1,-0.1,-0.1,1,-35,2.4,63.9,163.5,115,981.1,22.9,88.9,7,Y,N,Y,N
47.4,-0.9,0,-0.1,0.9,-38.6,4.2,59.7,168.5,119.6,981.1,22.9,88.9,7,Y,N,Y,N
47.5,-0.9,0,-0.1,0.9,-34.7,4.2,59.7,168.5,119.6,981,24.7,88.9,7,Y,N,Y,N
47.6,-0.9,0,-0.1,1.1,-34,2.5,57.5,167.9,121.7,981.1,23,88.9,7,Y,N,Y,N
47.6,-1,-0.1,-0.2,1,-37.9,3.9,54.6,170.3,124.8,981.1,23,88.9,7,Y,N,Y,N
47.7,-1,-0.1,-0.2,1,-36.4,4.2,54.2,170.9,125.2,981.1,21.1,88.9,7,Y,N,Y,N
